restaurant_id,restaurant_name,zipcode,city
806,Green-White,438009,Shivpuri
791,"Trujillo, Jones and Mahoney",474008,Gwalior
160,Calhoun-Evans,451004,Morena
1049,Munoz-Castro,474007,Gwalior
331,Strong Ltd,474007,Gwalior
721,"Wood, Rogers and Tapia",451004,Morena
1731,Perez Inc,418010,Ratlam
1267,"Perez, Williams and Ramos",477005,Jabalpur
433,Sanchez PLC,458001,Rewa
2000,Griffin-Sims,459001,Ujjain
1054,Davis-Lopez,474011,Gwalior
1039,"Colon, Richardson and Morris",476005,Guna
307,Watkins-Williams,472007,Indore
1027,Ellis Ltd,453009,Bhopal
1575,"Love, Blackwell and Fuller",458009,Rewa
1495,"Ruiz, Moon and Ross",458001,Rewa
318,"Sampson, Brown and Peterson",459009,Ujjain
947,"Walton, Sanchez and Murphy",457008,Jabalpur
336,Daniel-Jones,458004,Rewa
1637,Velazquez and Sons,459009,Ujjain
1509,"Cooper, Haney and Johnson",474007,Gwalior
1270,Hendricks-Thompson,474001,Gwalior
1541,Lambert LLC,452001,Indore
1302,Shaffer-Taylor,418002,Ratlam
652,Macias-Carter,457010,Jabalpur
237,Rivera-Snyder,438010,Shivpuri
1477,Steele Group,472006,Indore
1814,"Randall, Summers and Nguyen",438008,Shivpuri
1304,Garcia-Molina,474011,Gwalior
1642,"Smith, Beck and Green",456009,Guna
829,Rhodes-Foster,474009,Gwalior
1879,Velez-Fox,457004,Jabalpur
1664,Chang-Hamilton,479009,Ujjain
1772,Burch LLC,457009,Jabalpur
225,Dillon-Carter,474011,Gwalior
1193,"West, Garcia and Wiggins",451001,Morena
473,"Santiago, Watson and Davidson",458001,Rewa
352,Miller and Sons,438002,Shivpuri
1547,James-Holland,452001,Indore
1940,Gutierrez-Brown,456004,Guna
1776,Dunlap LLC,418001,Ratlam
901,Combs-Wilson,452004,Indore
401,Lee-Dixon,456002,Guna
1895,"Mejia, Walker and Powell",473005,Bhopal
427,"Copeland, Tanner and Moore",474005,Gwalior
1408,Hensley-Ross,418006,Ratlam
58,Howard LLC,474008,Gwalior
392,Santos LLC,476007,Guna
1838,Campbell-Meadows,418001,Ratlam
599,"Torres, Smith and Salazar",478007,Rewa
1769,Williams Inc,479012,Ujjain
1908,Kim-Ramirez,456010,Guna
1396,"Rice, Brown and Taylor",451001,Morena
1941,Brown Group,452010,Indore
1464,"Aguilar, Gross and Mann",474008,Gwalior
1122,King Ltd,457008,Jabalpur
122,Klein-Smith,418012,Ratlam
356,Graham-Wong,451001,Morena
1457,Rasmussen Ltd,458008,Rewa
243,Ramos Inc,418001,Ratlam
1705,Parker Inc,473012,Bhopal
1414,Morales-Little,438010,Shivpuri
1245,"Roberts, Walker and Colon",477005,Jabalpur
1468,"Jones, Johnston and Abbott",438006,Shivpuri
403,Robinson LLC,451009,Morena
685,"Small, Wright and Mullen",451008,Morena
1352,"Smith, Lee and Marsh",456001,Guna
1620,Andersen and Sons,438002,Shivpuri
219,Nunez-Byrd,418003,Ratlam
711,Patterson-Hamilton,418009,Ratlam
1455,Rush-Meyer,418008,Ratlam
1784,"Stephenson, Bush and Perez",453003,Bhopal
698,Walter and Sons,474001,Gwalior
1390,Mendez LLC,478009,Rewa
320,Ball-Kennedy,438006,Shivpuri
1627,Brock and Sons,459003,Ujjain
860,"Walters, Brown and Taylor",456004,Guna
1087,Smith Ltd,478012,Rewa
707,Benitez LLC,478005,Rewa
1095,Hill Ltd,418007,Ratlam
676,"Curtis, Stokes and Kelly",438003,Shivpuri
470,"Woods, Russo and Perez",479006,Ujjain
876,"Hernandez, Walker and Rodriguez",438009,Shivpuri
289,Murray PLC,476006,Guna
1852,West-Mckenzie,472007,Indore
1179,"Brown, Figueroa and Weber",478009,Rewa
1145,Maxwell-Oliver,457001,Jabalpur
11,Williams PLC,473012,Bhopal
38,Lewis-Garcia,459001,Ujjain
1849,"Garcia, Scott and Williams",474008,Gwalior
914,Ruiz and Sons,418006,Ratlam
1278,"Zuniga, Ellis and Brown",453003,Bhopal
1375,Lopez-Sanchez,479005,Ujjain
601,Washington PLC,459008,Ujjain
803,Kelly Group,418009,Ratlam
34,Sanchez-Williams,474004,Gwalior
1741,"Davis, Cervantes and Anderson",471006,Morena
276,Butler PLC,478006,Rewa
1231,"Thomas, Duncan and King",453003,Bhopal
154,"Morgan, Allen and James",479005,Ujjain
1803,Mills-Howell,456008,Guna
1538,"Massey, Miller and Dickson",438004,Shivpuri
609,Vega-Lewis,477007,Jabalpur
1570,Lopez-Henson,457001,Jabalpur
1752,King Inc,438003,Shivpuri
753,Clarke-Williams,418005,Ratlam
648,Wright-Rogers,477007,Jabalpur
205,"Kaiser, Schultz and Walker",474012,Gwalior
552,Campbell PLC,479007,Ujjain
1875,Tucker Inc,438001,Shivpuri
1663,Fisher-Smith,477006,Jabalpur
1719,Hicks-Nunez,438004,Shivpuri
691,White-Rhodes,438005,Shivpuri
590,Hobbs Group,456010,Guna
268,Jordan Ltd,452009,Indore
881,Sanchez Inc,474007,Gwalior
87,Kelly PLC,453010,Bhopal
679,Chandler LLC,457001,Jabalpur
1721,Schmidt-Ryan,438001,Shivpuri
338,Howard LLC,451002,Morena
1480,"Wallace, Johnson and Marshall",452003,Indore
1673,Bryant Group,476005,Guna
1183,"Dorsey, Peck and Jackson",458008,Rewa
1382,Acosta-Evans,457003,Jabalpur
998,Pineda and Sons,457008,Jabalpur
610,"Watkins, English and Montgomery",472009,Indore
1926,Owens-Cooper,438001,Shivpuri
1430,Martin-Smith,452010,Indore
302,Payne LLC,471005,Morena
1155,Smith LLC,456008,Guna
194,"Wolf, Vargas and Davis",457010,Jabalpur
91,"Maxwell, Stone and Ramirez",479006,Ujjain
1885,Graham-Orozco,474011,Gwalior
45,Johnson-Santana,476006,Guna
578,Norman PLC,438009,Shivpuri
1243,Hernandez PLC,438006,Shivpuri
1626,"Gonzalez, Joyce and Jacobs",438001,Shivpuri
12,"Williams, Shepherd and Baker",459003,Ujjain
948,Peterson PLC,456009,Guna
190,"Poole, Sosa and Phillips",438010,Shivpuri
313,Perez-Martinez,458003,Rewa
1326,Martin Group,451009,Morena
1089,Douglas PLC,478012,Rewa
1442,"Moss, Wood and Ramirez",459009,Ujjain
1596,Hayden-Collins,471009,Morena
22,Salazar Inc,451009,Morena
1287,"Walker, Michael and Pierce",472007,Indore
845,"Blevins, Garcia and Coleman",459001,Ujjain
106,Mills-Rich,452001,Indore
448,"Vega, Garrett and Rodriguez",438012,Shivpuri
283,Collins-Townsend,418012,Ratlam
613,Vazquez-Cole,479009,Ujjain
186,Flores Ltd,451009,Morena
1979,Steele-Ramos,474008,Gwalior
1163,"Simmons, Gutierrez and Baird",471007,Morena
548,"Richardson, Green and White",458008,Rewa
1818,"Brown, Smith and Allen",456001,Guna
923,"Cohen, Stevens and Hernandez",456003,Guna
1913,Ware LLC,459004,Ujjain
1953,Dixon and Sons,418001,Ratlam
594,"Gray, Gentry and Wallace",472009,Indore
1764,Cameron-West,479007,Ujjain
245,"Meyer, Carter and Shepherd",478007,Rewa
815,Jones and Sons,457010,Jabalpur
327,"Wiley, Clayton and Erickson",473007,Bhopal
187,"Walker, Farmer and Williams",473009,Bhopal
687,Rivera PLC,418009,Ratlam
858,Oneal Ltd,474011,Gwalior
1335,Jensen-Hall,452010,Indore
105,"Smith, Porter and Abbott",453002,Bhopal
1176,Acosta-Gillespie,456004,Guna
734,Johnson-Kirk,438007,Shivpuri
840,Combs Group,453010,Bhopal
244,Simmons PLC,418005,Ratlam
1949,Davis-Allen,473012,Bhopal
343,Ramirez-Skinner,477005,Jabalpur
539,"Long, Barnes and Shannon",451008,Morena
1643,Rice Ltd,418009,Ratlam
1325,Ford-Garcia,451004,Morena
1925,"Higgins, Smith and Anderson",418009,Ratlam
330,Stewart-Kidd,478009,Rewa
709,Salazar-Thompson,472006,Indore
1288,Thompson-Jones,471005,Morena
606,"Baker, Pope and Gutierrez",456009,Guna
1344,"Barnett, Armstrong and Moreno",453010,Bhopal
140,Gonzalez and Sons,452004,Indore
1387,Kent-Smith,477009,Jabalpur
299,Cooper LLC,418009,Ratlam
1859,Robinson-Jones,472012,Indore
507,"Thompson, Torres and Thomas",451008,Morena
163,Santos and Sons,453004,Bhopal
1392,"Peters, Hill and Butler",451004,Morena
1938,Gonzalez Inc,457010,Jabalpur
1829,Villarreal Inc,474009,Gwalior
90,Brown-Hendricks,452009,Indore
1099,Joseph-Bryant,458008,Rewa
37,"Smith, Travis and Howard",474002,Gwalior
1616,"Richards, Perry and Johnson",477005,Jabalpur
1728,"Williams, Goodman and Crawford",472006,Indore
1528,Chase LLC,474008,Gwalior
1516,Palmer-Martin,453002,Bhopal
1846,Rodriguez Group,453009,Bhopal
1956,"Martin, Hoffman and Hale",438009,Shivpuri
47,"Horton, Baker and Harper",452003,Indore
1861,Johnson-Reynolds,451001,Morena
429,Clark Group,474004,Gwalior
1150,Mayo Group,477005,Jabalpur
1669,"Harris, Dean and Osborne",474004,Gwalior
1310,Wilson Group,418009,Ratlam
1105,Garcia-Smith,457008,Jabalpur
420,Martinez-Lawrence,459009,Ujjain
1599,James LLC,438003,Shivpuri
479,Keith-Knight,459010,Ujjain
1340,Barnett LLC,473007,Bhopal
1692,Martin LLC,418004,Ratlam
1380,"Davis, Ross and Martinez",471009,Morena
781,Bailey and Sons,459002,Ujjain
1680,Kerr-Hudson,438001,Shivpuri
571,Carter Group,418009,Ratlam
960,"Martin, Pratt and Coleman",438009,Shivpuri
1948,Scott-Bryant,473005,Bhopal
1328,Stevens-Frederick,453003,Bhopal
626,Ortiz and Sons,418003,Ratlam
1501,Mccarthy-Martin,456002,Guna
56,"Wagner, Davis and Hooper",474008,Gwalior
686,Lee and Sons,457004,Jabalpur
634,White-Gibbs,453003,Bhopal
180,Morales-Gonzalez,479012,Ujjain
1254,"Brown, Young and Stein",474002,Gwalior
1971,Kennedy and Sons,418012,Ratlam
1196,Peterson Ltd,451004,Morena
879,Navarro Inc,418001,Ratlam
1431,Pennington Group,452004,Indore
553,Wright-Huffman,418004,Ratlam
1574,King-Lyons,457004,Jabalpur
1070,"Jackson, Stokes and Watson",459002,Ujjain
1109,Jackson Ltd,438003,Shivpuri
1446,"Sharp, Berry and Woodard",459004,Ujjain
426,Greer-Donovan,476007,Guna
1660,George-Tate,452002,Indore
1557,Patterson and Sons,478009,Rewa
1230,Carrillo-Choi,472007,Indore
1651,"Torres, Thompson and Bonilla",476006,Guna
1298,Ramirez Inc,438002,Shivpuri
1968,"White, Richards and Quinn",476005,Guna
979,Williams-Garner,457001,Jabalpur
1905,Greene-Hall,451008,Morena
1536,"Smith, Gutierrez and Allen",457003,Jabalpur
992,Lewis LLC,477006,Jabalpur
461,Stephenson LLC,458003,Rewa
1369,"Hunter, Parks and Wright",458010,Rewa
954,"Chavez, Carpenter and Warren",438006,Shivpuri
663,Johnson-Carter,476009,Guna
1834,Lynn-Stevens,438012,Shivpuri
1551,Scott and Sons,474005,Gwalior
621,Robinson Ltd,418006,Ratlam
125,Farrell Inc,418009,Ratlam
943,Smith-Savage,418009,Ratlam
1079,Alvarado Ltd,453010,Bhopal
1668,"Perez, Serrano and Bass",474001,Gwalior
798,"Steele, Scott and Hood",438010,Shivpuri
16,Young and Sons,459009,Ujjain
1931,Gardner-Beard,474011,Gwalior
760,Bradley-Cunningham,457001,Jabalpur
413,Lin and Sons,418007,Ratlam
770,Chambers PLC,474006,Gwalior
1747,Wheeler Group,472012,Indore
1180,Gomez PLC,474012,Gwalior
530,Sharp Ltd,453003,Bhopal
957,Tanner and Sons,453002,Bhopal
1249,Ayers Ltd,471005,Morena
646,Perez Group,453008,Bhopal
1996,Cortez Ltd,457008,Jabalpur
1168,Bennett-Thompson,457002,Jabalpur
1010,Robinson Inc,478007,Rewa
766,Martin-Mcintyre,473009,Bhopal
890,"Wu, Daugherty and Kerr",451008,Morena
688,Hendricks Group,453009,Bhopal
435,"Stone, Ramirez and Cook",473007,Bhopal
656,Hogan LLC,474012,Gwalior
305,Smith-Reese,452002,Indore
296,Johnson-Stone,472007,Indore
1919,"Anderson, Lane and Farmer",471005,Morena
1874,Shelton-Gibson,418009,Ratlam
1315,"Donaldson, Ryan and Hart",479006,Ujjain
1445,Johnson Group,418009,Ratlam
493,"Clark, Edwards and Branch",458002,Rewa
545,Moreno Ltd,473012,Bhopal
1289,Smith Group,453002,Bhopal
25,Tapia LLC,479009,Ujjain
389,Bell PLC,472005,Indore
1413,"White, Gross and Saunders",476005,Guna
381,Martinez-Warren,452001,Indore
1671,Cobb-Johnson,459004,Ujjain
446,"Brown, Duke and Sanchez",474011,Gwalior
622,"Johnson, Schwartz and Hughes",473007,Bhopal
1882,Knox and Sons,459010,Ujjain
512,Bailey PLC,456003,Guna
7,Wells-Cooper,418008,Ratlam
508,Ward-Farley,472007,Indore
310,Taylor-Allen,473005,Bhopal
1892,Weber-Holland,457003,Jabalpur
52,Peterson-Davenport,456010,Guna
447,Mason-George,479006,Ujjain
1897,"Cannon, Glover and Bush",438012,Shivpuri
411,Hunt-Dean,476007,Guna
498,"Lee, Lopez and Henry",474008,Gwalior
715,"Howard, Vaughan and Bradley",471012,Morena
1035,Michael PLC,479009,Ujjain
434,Kelly-Walton,453001,Bhopal
1251,Barker and Sons,451002,Morena
891,King-Espinoza,458003,Rewa
584,Tucker and Sons,457010,Jabalpur
437,Ryan-Villanueva,474002,Gwalior
1921,"Phillips, Taylor and Winters",473012,Bhopal
1488,"Webb, Taylor and Lynch",472005,Indore
1894,"Walton, Roth and Melton",459008,Ujjain
750,Smith-White,438001,Shivpuri
839,Rangel Inc,453009,Bhopal
1405,Cole-Price,458004,Rewa
1192,Phillips-Good,418001,Ratlam
99,Roberts Ltd,456010,Guna
1657,Mclaughlin PLC,474006,Gwalior
996,Lopez-Holmes,451002,Morena
465,"Mccormick, Lewis and Martin",438001,Shivpuri
893,Torres-Mcbride,451009,Morena
1238,Mclean-Sullivan,452009,Indore
970,Williams Ltd,471006,Morena
496,Jones-Nguyen,459010,Ujjain
1965,"Hodge, Ramirez and Woods",452008,Indore
1780,Anderson LLC,453009,Bhopal
1611,Snyder Group,459004,Ujjain
97,Paul Group,452008,Indore
1983,"Arnold, Patterson and Foster",479007,Ujjain
207,"Gonzales, Smith and Thomas",473009,Bhopal
1162,Elliott-Clark,478005,Rewa
1539,Harper-Woods,438006,Shivpuri
350,"Smith, Mckinney and Sanders",474007,Gwalior
279,Hampton-Schaefer,478007,Rewa
1822,Wells-Hampton,474002,Gwalior
1830,Garner and Sons,479012,Ujjain
1661,"Snyder, Jones and Chen",418004,Ratlam
1912,Phillips-Horne,438009,Shivpuri
1540,Proctor-Cowan,438004,Shivpuri
1779,Cantrell and Sons,478012,Rewa
1317,King-Santiago,418010,Ratlam
1114,Osborne-Cox,458008,Rewa
353,Cortez-Mckee,418002,Ratlam
499,Barnes Inc,459002,Ujjain
14,"Hines, Nixon and Gonzales",478012,Rewa
702,Singh PLC,459003,Ujjain
922,Miller-Anderson,451008,Morena
1781,Smith-Wheeler,453004,Bhopal
1794,"Lowe, Perez and Richard",453010,Bhopal
214,Smith LLC,457009,Jabalpur
1622,Norton and Sons,458004,Rewa
799,Grant-Willis,479005,Ujjain
398,"Smith, Wright and Russell",453002,Bhopal
1578,Vance PLC,453002,Bhopal
1083,Jefferson and Sons,438005,Shivpuri
46,Jackson LLC,438008,Shivpuri
24,"Dawson, Roman and Hall",479009,Ujjain
1745,Sherman and Sons,418010,Ratlam
1073,Jones-Jordan,459010,Ujjain
1256,"Cantu, Obrien and Harris",459002,Ujjain
196,Clarke Ltd,457001,Jabalpur
